[2023-09-01 13:58:11,890]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 13:58:12,561]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:58:12,565]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:58:12,565]30 root - INFO - Train test split initiated
[2023-09-01 13:58:12,570]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:58:12,571]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:58:12,573]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:58:12,573]30 root - INFO - Train test split initiated
[2023-09-01 13:58:12,577]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:58:12,582]70 root - INFO - Read train and test completed
[2023-09-01 13:58:12,582]72 root - INFO - obtening preprocessor object
[2023-09-01 13:58:12,582]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 13:58:12,582]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 13:58:12,583]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-01 13:58:12,589]97 root - INFO - Saved preprocessing objects.
[2023-09-01 13:58:12,887]53 root - INFO - Best Found model on both training and testing dataset
