[2023-09-01 10:29:20,515]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 10:29:21,123]23 root - INFO - Entered data ingestion method or components
[2023-09-01 10:29:21,126]26 root - INFO - read the dataset as dataframe
[2023-09-01 10:29:21,126]30 root - INFO - Train test split initiated
[2023-09-01 10:29:21,132]37 root - INFO - Ingestion of the data is completed
[2023-09-01 10:29:21,132]23 root - INFO - Entered data ingestion method or components
[2023-09-01 10:29:21,134]26 root - INFO - read the dataset as dataframe
[2023-09-01 10:29:21,134]30 root - INFO - Train test split initiated
[2023-09-01 10:29:21,138]37 root - INFO - Ingestion of the data is completed
[2023-09-01 10:29:21,140]70 root - INFO - Read train and test completed
[2023-09-01 10:29:21,141]72 root - INFO - obtening preprocessor object
[2023-09-01 10:29:21,141]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 10:29:21,141]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 10:29:21,141]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
