[2023-09-01 13:48:53,609]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 13:48:54,265]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:48:54,268]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:48:54,268]30 root - INFO - Train test split initiated
[2023-09-01 13:48:54,273]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:48:54,274]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:48:54,275]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:48:54,276]30 root - INFO - Train test split initiated
[2023-09-01 13:48:54,280]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:48:54,282]70 root - INFO - Read train and test completed
[2023-09-01 13:48:54,282]72 root - INFO - obtening preprocessor object
[2023-09-01 13:48:54,282]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 13:48:54,282]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 13:48:54,283]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-01 13:48:54,289]98 root - INFO - Saved preprocessing objects.
[2023-09-01 13:48:54,605]51 root - INFO - Best Found model on both training and testing dataset
