[2023-09-01 11:04:44,895]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 11:04:45,509]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:04:45,512]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:04:45,512]30 root - INFO - Train test split initiated
[2023-09-01 11:04:45,518]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:04:45,518]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:04:45,520]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:04:45,520]30 root - INFO - Train test split initiated
[2023-09-01 11:04:45,524]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:04:45,527]70 root - INFO - Read train and test completed
[2023-09-01 11:04:45,527]72 root - INFO - obtening preprocessor object
[2023-09-01 11:04:45,527]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 11:04:45,527]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 11:04:45,538]90 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
