[2023-09-01 11:12:39,709]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 11:12:40,274]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:12:40,276]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:12:40,277]30 root - INFO - Train test split initiated
[2023-09-01 11:12:40,282]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:12:40,282]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:12:40,284]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:12:40,284]30 root - INFO - Train test split initiated
[2023-09-01 11:12:40,288]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:12:40,291]70 root - INFO - Read train and test completed
[2023-09-01 11:12:40,291]72 root - INFO - obtening preprocessor object
[2023-09-01 11:12:40,291]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 11:12:40,291]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 11:12:40,301]90 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
