[2023-09-01 12:18:44,807]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 12:18:45,419]23 root - INFO - Entered data ingestion method or components
[2023-09-01 12:18:45,422]26 root - INFO - read the dataset as dataframe
[2023-09-01 12:18:45,422]30 root - INFO - Train test split initiated
[2023-09-01 12:18:45,428]37 root - INFO - Ingestion of the data is completed
[2023-09-01 12:18:45,428]23 root - INFO - Entered data ingestion method or components
[2023-09-01 12:18:45,430]26 root - INFO - read the dataset as dataframe
[2023-09-01 12:18:45,430]30 root - INFO - Train test split initiated
[2023-09-01 12:18:45,435]37 root - INFO - Ingestion of the data is completed
[2023-09-01 12:18:45,437]70 root - INFO - Read train and test completed
[2023-09-01 12:18:45,437]72 root - INFO - obtening preprocessor object
[2023-09-01 12:18:45,437]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 12:18:45,437]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 12:18:45,444]87 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
