[2023-09-01 13:09:36,638]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 13:09:37,201]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:09:37,204]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:09:37,204]30 root - INFO - Train test split initiated
[2023-09-01 13:09:37,209]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:09:37,209]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:09:37,211]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:09:37,211]30 root - INFO - Train test split initiated
[2023-09-01 13:09:37,218]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:09:37,221]70 root - INFO - Read train and test completed
[2023-09-01 13:09:37,221]72 root - INFO - obtening preprocessor object
[2023-09-01 13:09:37,221]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 13:09:37,221]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 13:09:37,222]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-01 13:09:37,228]98 root - INFO - Saved preprocessing objects.
