[2023-09-02 17:01:59,978]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-02 17:02:00,644]23 root - INFO - Entered data ingestion method or components
[2023-09-02 17:02:00,648]26 root - INFO - read the dataset as dataframe
[2023-09-02 17:02:00,648]30 root - INFO - Train test split initiated
[2023-09-02 17:02:00,654]37 root - INFO - Ingestion of the data is completed
[2023-09-02 17:02:00,655]23 root - INFO - Entered data ingestion method or components
[2023-09-02 17:02:00,657]26 root - INFO - read the dataset as dataframe
[2023-09-02 17:02:00,657]30 root - INFO - Train test split initiated
[2023-09-02 17:02:00,661]37 root - INFO - Ingestion of the data is completed
[2023-09-02 17:02:00,664]70 root - INFO - Read train and test completed
[2023-09-02 17:02:00,664]72 root - INFO - obtening preprocessor object
[2023-09-02 17:02:00,664]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-02 17:02:00,664]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-02 17:02:00,664]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-02 17:02:00,672]97 root - INFO - Saved preprocessing objects.
[2023-09-02 17:02:01,444]98 root - INFO - Best Found model on both training and testing dataset
