[2023-09-01 14:02:25,829]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 14:02:26,420]23 root - INFO - Entered data ingestion method or components
[2023-09-01 14:02:26,423]26 root - INFO - read the dataset as dataframe
[2023-09-01 14:02:26,423]30 root - INFO - Train test split initiated
[2023-09-01 14:02:26,428]37 root - INFO - Ingestion of the data is completed
[2023-09-01 14:02:26,428]23 root - INFO - Entered data ingestion method or components
[2023-09-01 14:02:26,432]26 root - INFO - read the dataset as dataframe
[2023-09-01 14:02:26,432]30 root - INFO - Train test split initiated
[2023-09-01 14:02:26,436]37 root - INFO - Ingestion of the data is completed
[2023-09-01 14:02:26,439]70 root - INFO - Read train and test completed
[2023-09-01 14:02:26,439]72 root - INFO - obtening preprocessor object
[2023-09-01 14:02:26,439]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 14:02:26,439]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 14:02:26,440]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-01 14:02:26,446]97 root - INFO - Saved preprocessing objects.
[2023-09-01 14:02:26,676]54 root - INFO - Best Found model on both training and testing dataset
