[2023-09-01 11:41:02,962]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 11:41:03,584]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:41:03,587]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:41:03,587]30 root - INFO - Train test split initiated
[2023-09-01 11:41:03,592]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:41:03,592]23 root - INFO - Entered data ingestion method or components
[2023-09-01 11:41:03,594]26 root - INFO - read the dataset as dataframe
[2023-09-01 11:41:03,594]30 root - INFO - Train test split initiated
[2023-09-01 11:41:03,599]37 root - INFO - Ingestion of the data is completed
[2023-09-01 11:41:03,601]70 root - INFO - Read train and test completed
[2023-09-01 11:41:03,602]72 root - INFO - obtening preprocessor object
[2023-09-01 11:41:03,602]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 11:41:03,602]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 11:41:03,610]87 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
