[2023-09-01 13:45:56,900]160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-09-01 13:45:57,558]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:45:57,561]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:45:57,561]30 root - INFO - Train test split initiated
[2023-09-01 13:45:57,567]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:45:57,567]23 root - INFO - Entered data ingestion method or components
[2023-09-01 13:45:57,569]26 root - INFO - read the dataset as dataframe
[2023-09-01 13:45:57,569]30 root - INFO - Train test split initiated
[2023-09-01 13:45:57,573]37 root - INFO - Ingestion of the data is completed
[2023-09-01 13:45:57,576]70 root - INFO - Read train and test completed
[2023-09-01 13:45:57,576]72 root - INFO - obtening preprocessor object
[2023-09-01 13:45:57,576]51 root - INFO - Numerical Columns: ['Weight after TB Treatment(kg)']
[2023-09-01 13:45:57,576]52 root - INFO - Categorical Columns: ['Site of disease', 'GeneXpert results - MTB', 'Method of TB confirmation', 'Control After TB Treatment', 'Control After 2 month', 'Control After 5 month', 'Smear specimen result', 'Previous treatment history']
[2023-09-01 13:45:57,577]85 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2023-09-01 13:45:57,583]98 root - INFO - Saved preprocessing objects.
[2023-09-01 13:45:57,882]51 root - INFO - Best Found model on both training and testing dataset
